Id,Label,timeset,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Degree,modularity_class
3961,3961,,6,0.250472,0.267608,64.191419,6,9
3744,3744,,7,0.296814,0.327186,0,2,3
567,567,,6,0.273994,0.292718,193.275336,5,9
3806,3806,,9,0.168304,0.185246,1.361111,5,0
3447,3447,,8,0.176353,0.193893,6.298969,5,0
3694,3694,,7,0.265102,0.288472,280.925703,4,2
3444,3444,,6,0.262093,0.279567,9.876836,4,9
3733,3733,,7,0.252737,0.268061,0,2,9
3704,3704,,7,0.232283,0.252224,0,1,1
698,698,,7,0.236526,0.256085,0,2,3
3932,3932,,7,0.238117,0.255192,0.7,7,8
3539,3539,,6,0.281101,0.312649,222.231157,9,6
3746,3746,,1,1,1,0,1,10
3846,3846,,1,1,1,0,1,10
3717,3717,,7,0.296814,0.327186,0,2,3
3946,3946,,6,0.246404,0.266792,0.426349,3,6
3770,3770,,5,0.333124,0.364501,725.23448,9,6
3575,3575,,7,0.267372,0.292189,0,2,3
3619,3619,,7,0.259404,0.279571,7.943829,3,3
3839,3839,,6,0.280804,0.305242,36.549311,4,3
3606,3606,,8,0.200302,0.217368,10.399001,4,0
3673,3673,,6,0.283654,0.302009,161.198785,3,9
3816,3816,,6,0.232385,0.251287,11.040925,2,2
3854,3854,,8,0.259658,0.279959,0,1,8
3781,3781,,6,0.246404,0.266792,0.426349,3,6
3952,3952,,7,0.237584,0.251112,0.2,3,8
3939,3939,,9,0.169757,0.186273,0,3,0
3732,3732,,7,0.241693,0.255336,0,1,3
3439,3439,,7,0.238223,0.256134,91.59089,8,8
3637,3637,,7,0.278302,0.305623,10.473082,4,3
3477,3477,,7,0.279474,0.308008,19.426796,5,3
3879,3879,,8,0.259658,0.279959,0,1,8
3808,3808,,8,0.216912,0.227753,0,1,3
3589,3589,,8,0.238117,0.255589,0,1,3
3699,3699,,8,0.2124,0.22554,0,2,8
3653,3653,,8,0.260422,0.283098,0,3,8
3686,3686,,6,0.277429,0.305493,0,3,1
